"podmiot","jednostka","artykuly","mdpi_n","udzial_mdpi","l_czasopism","dyscyplina","N","ocena_I","art_na_N"
"Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku","Akademia Muzyczna w Gdańsku",3,0,0,2,"sztuki muzyczne",130.47,339.25,0.02
"Uniwersytet Jana Długosza w Częstochowie","U. Jana Długosza w Częstochowie",2,0,0,1,"sztuki muzyczne",17.33,288.52,0.12
"Uniwersytet Kazimierza Wielkiego w Bydgoszczy","U. Kazimierza Wielkiego w Bydgoszczy",1,0,0,1,"sztuki muzyczne",19.25,275.97,0.05
"Uniwersytet im. Adama Mickiewicza w Poznaniu","U. w Poznaniu",1,0,0,1,"sztuki muzyczne",10.75,281.16,0.09
